"million env steps","PRETRAIN_FINAL_RUN - _step","PRETRAIN_FINAL_RUN - _step__MIN","PRETRAIN_FINAL_RUN - _step__MAX","PRETRAIN_FINAL_RUN - particle reward unnormalized","PRETRAIN_FINAL_RUN - particle reward unnormalized__MIN","PRETRAIN_FINAL_RUN - particle reward unnormalized__MAX"
"11.307504","748414","748414","748414","0.12302231788635254","0.12302231788635254","0.12302231788635254"
"11.332592","750069","750069","750069","0.12022868543863297","0.12022868543863297","0.12022868543863297"
"11.366384","752300","752300","752300","0.14009961485862732","0.14009961485862732","0.14009961485862732"
"11.394544","754157","754157","754157","0.14317722618579865","0.14317722618579865","0.14317722618579865"
"11.427824","756358","756358","756358","0.151577889919281","0.151577889919281","0.151577889919281"
"11.451376","757920","757920","757920","0.1340690702199936","0.1340690702199936","0.1340690702199936"
"11.568112","765651","765651","765651","0.1439952254295349","0.1439952254295349","0.1439952254295349"
"11.616752","768868","768868","768868","0.16405974328517914","0.16405974328517914","0.16405974328517914"
"11.645936","770796","770796","770796","0.1320861279964447","0.1320861279964447","0.1320861279964447"
"11.663344","771950","771950","771950","0.16177183389663696","0.16177183389663696","0.16177183389663696"
"11.672048","772527","772527","772527","0.14012955129146576","0.14012955129146576","0.14012955129146576"
"11.697648","774221","774221","774221","0.129923477768898","0.129923477768898","0.129923477768898"
"11.70072","774424","774424","774424","0.19183029234409332","0.19183029234409332","0.19183029234409332"
"11.730416","776390","776390","776390","0.1557585895061493","0.1557585895061493","0.1557585895061493"
"11.735024","776698","776698","776698","0.1456611007452011","0.1456611007452011","0.1456611007452011"
"11.76728","778833","778833","778833","0.1383296102285385","0.1383296102285385","0.1383296102285385"
"11.775472","779376","779376","779376","0.15465927124023438","0.15465927124023438","0.15465927124023438"
"11.793904","780597","780597","780597","0.1510724425315857","0.1510724425315857","0.1510724425315857"
"11.848176","784191","784191","784191","0.13237525522708893","0.13237525522708893","0.13237525522708893"
"11.866096","785376","785376","785376","0.13937899470329285","0.13937899470329285","0.13937899470329285"
"11.897328","787449","787449","787449","0.11418531835079193","0.11418531835079193","0.11418531835079193"
"11.899888","787618","787618","787618","0.12516087293624878","0.12516087293624878","0.12516087293624878"
"11.914224","788567","788567","788567","0.1378256231546402","0.1378256231546402","0.1378256231546402"
"11.920368","788972","788972","788972","0.14273567497730255","0.14273567497730255","0.14273567497730255"
"11.933168","789819","789819","789819","0.1272856593132019","0.1272856593132019","0.1272856593132019"
"11.986928","793372","793372","793372","0.11466403305530548","0.11466403305530548","0.11466403305530548"
"12.037616","796732","796732","796732","0.10907205939292908","0.10907205939292908","0.10907205939292908"
"12.076528","799308","799308","799308","0.1665370762348175","0.1665370762348175","0.1665370762348175"
"12.091376","800286","800286","800286","0.1620991975069046","0.1620991975069046","0.1620991975069046"
"12.103152","801066","801066","801066","0.1556028127670288","0.1556028127670288","0.1556028127670288"
"12.104176","801132","801132","801132","0.14423222839832306","0.14423222839832306","0.14423222839832306"
"12.126704","802623","802623","802623","0.16178889572620392","0.16178889572620392","0.16178889572620392"
"12.141552","803602","803602","803602","0.16446146368980408","0.16446146368980408","0.16446146368980408"
"12.145648","803877","803877","803877","0.16921022534370422","0.16921022534370422","0.16921022534370422"
"12.165616","805194","805194","805194","0.1260233074426651","0.1260233074426651","0.1260233074426651"
"12.201456","807566","807566","807566","0.116945780813694","0.116945780813694","0.116945780813694"
"12.206064","807873","807873","807873","0.14435282349586487","0.14435282349586487","0.14435282349586487"
"12.21016","808143","808143","808143","0.14297519624233246","0.14297519624233246","0.14297519624233246"
"12.2332","809668","809668","809668","0.18037575483322144","0.18037575483322144","0.18037575483322144"
"12.257776","811294","811294","811294","0.15749163925647736","0.15749163925647736","0.15749163925647736"
"12.269552","812076","812076","812076","0.1309913843870163","0.1309913843870163","0.1309913843870163"
"12.274672","812411","812411","812411","0.1415325254201889","0.1415325254201889","0.1415325254201889"
"12.2844","813053","813053","813053","0.15427184104919434","0.15427184104919434","0.15427184104919434"
"12.462576","824851","824851","824851","0.12604527175426483","0.12604527175426483","0.12604527175426483"
"12.479472","825971","825971","825971","0.13601090013980865","0.13601090013980865","0.13601090013980865"
"12.492272","826816","826816","826816","0.1135561391711235","0.1135561391711235","0.1135561391711235"
"12.493296","826883","826883","826883","0.1474073976278305","0.1474073976278305","0.1474073976278305"
"12.504048","827597","827597","827597","0.16624920070171356","0.16624920070171356","0.16624920070171356"
"12.515312","828341","828341","828341","0.1794520914554596","0.1794520914554596","0.1794520914554596"
"12.524528","828954","828954","828954","0.14530909061431885","0.14530909061431885","0.14530909061431885"
"12.53272","829496","829496","829496","0.16770999133586884","0.16770999133586884","0.16770999133586884"
"12.557296","831120","831120","831120","0.13641256093978882","0.13641256093978882","0.13641256093978882"
"12.572656","832132","832132","832132","0.12658663094043732","0.12658663094043732","0.12658663094043732"
"12.652016","837382","837382","837382","0.13358904421329498","0.13358904421329498","0.13358904421329498"
"12.662256","838060","838060","838060","0.1411011815071106","0.1411011815071106","0.1411011815071106"
"12.671984","838704","838704","838704","0.16087065637111664","0.16087065637111664","0.16087065637111664"
"12.682224","839381","839381","839381","0.17477993667125702","0.17477993667125702","0.17477993667125702"
"12.698096","840434","840434","840434","0.14702709019184113","0.14702709019184113","0.14702709019184113"
"12.716528","841656","841656","841656","0.10941708832979202","0.10941708832979202","0.10941708832979202"
"12.718064","841756","841756","841756","0.13630709052085876","0.13630709052085876","0.13630709052085876"
"12.72472","842197","842197","842197","0.1677415370941162","0.1677415370941162","0.1677415370941162"
"12.796912","846978","846978","846978","0.16602496802806854","0.16602496802806854","0.16602496802806854"
"12.824048","848774","848774","848774","0.18831002712249756","0.18831002712249756","0.18831002712249756"
"12.85528","850845","850845","850845","0.1290450245141983","0.1290450245141983","0.1290450245141983"
"12.862448","851320","851320","851320","0.1838686764240265","0.1838686764240265","0.1838686764240265"
"12.864496","851457","851457","851457","0.17320364713668823","0.17320364713668823","0.17320364713668823"
"12.918768","855048","855048","855048","0.17109887301921844","0.17109887301921844","0.17109887301921844"
"12.947952","856976","856976","856976","0.14715953171253204","0.14715953171253204","0.14715953171253204"
"12.98584","859483","859483","859483","0.12931907176971436","0.12931907176971436","0.12931907176971436"
"13.01656","861517","861517","861517","0.11712293326854706","0.11712293326854706","0.11712293326854706"
"13.036528","862840","862840","862840","0.17597565054893494","0.17597565054893494","0.17597565054893494"
"13.047792","863582","863582","863582","0.1665683388710022","0.1665683388710022","0.1665683388710022"
"13.084656","866026","866026","866026","0.12563876807689667","0.12563876807689667","0.12563876807689667"
"13.101552","867142","867142","867142","0.17896069586277008","0.17896069586277008","0.17896069586277008"
"13.148656","870259","870259","870259","0.1265346109867096","0.1265346109867096","0.1265346109867096"
"13.201904","873780","873780","873780","0.15873299539089203","0.15873299539089203","0.15873299539089203"
"13.219312","874935","874935","874935","0.14134395122528076","0.14134395122528076","0.14134395122528076"
"13.253104","877171","877171","877171","0.16387169063091278","0.16387169063091278","0.16387169063091278"
"13.289456","879577","879577","879577","0.1373557299375534","0.1373557299375534","0.1373557299375534"
"13.303792","880526","880526","880526","0.15778957307338715","0.15778957307338715","0.15778957307338715"
"13.309424","880901","880901","880901","0.12663087248802185","0.12663087248802185","0.12663087248802185"
"13.320688","881643","881643","881643","0.12721627950668335","0.12721627950668335","0.12721627950668335"
"13.333488","882488","882488","882488","0.1373586505651474","0.1373586505651474","0.1373586505651474"
"13.350896","883643","883643","883643","0.15487027168273926","0.15487027168273926","0.15487027168273926"
"13.45432","890493","890493","890493","0.15766207873821259","0.15766207873821259","0.15766207873821259"
"13.480944","892257","892257","892257","0.16320309042930603","0.16320309042930603","0.16320309042930603"
"13.496304","893277","893277","893277","0.12047724425792694","0.12047724425792694","0.12047724425792694"
"13.523952","895106","895106","895106","0.15825660526752472","0.15825660526752472","0.15825660526752472"
"13.526512","895276","895276","895276","0.16877208650112152","0.16877208650112152","0.16877208650112152"
"13.545968","896563","896563","896563","0.13914643228054047","0.13914643228054047","0.13914643228054047"
"13.562352","897651","897651","897651","0.1337054967880249","0.1337054967880249","0.1337054967880249"
"13.575152","898500","898500","898500","0.12875095009803772","0.12875095009803772","0.12875095009803772"
"13.599216","900091","900091","900091","0.10137534886598587","0.10137534886598587","0.10137534886598587"
"13.676016","905176","905176","905176","0.14543353021144867","0.14543353021144867","0.14543353021144867"
"13.685232","905786","905786","905786","0.1361844688653946","0.1361844688653946","0.1361844688653946"
"13.726192","908497","908497","908497","0.12289560586214066","0.12289560586214066","0.12289560586214066"
"13.731312","908837","908837","908837","0.17369084060192108","0.17369084060192108","0.17369084060192108"
"13.769712","911368","911368","911368","0.12576477229595184","0.12576477229595184","0.12576477229595184"
"13.782512","912213","912213","912213","0.1148681640625","0.1148681640625","0.1148681640625"
"13.78968","912686","912686","912686","0.14601270854473114","0.14601270854473114","0.14601270854473114"
"13.793264","912923","912923","912923","0.13298067450523376","0.13298067450523376","0.13298067450523376"
"13.81784","914542","914542","914542","0.14015184342861176","0.14015184342861176","0.14015184342861176"
"13.874672","918293","918293","918293","0.15539216995239258","0.15539216995239258","0.15539216995239258"
"13.876208","918393","918393","918393","0.17467473447322845","0.17467473447322845","0.17467473447322845"
"13.92792","921808","921808","921808","0.14396260678768158","0.14396260678768158","0.14396260678768158"
"13.942768","922792","922792","922792","0.13026165962219238","0.13026165962219238","0.13026165962219238"
"13.966832","924382","924382","924382","0.1345173716545105","0.1345173716545105","0.1345173716545105"
"13.973488","924824","924824","924824","0.16478754580020905","0.16478754580020905","0.16478754580020905"
"14.038512","929131","929131","929131","0.18188713490962982","0.18188713490962982","0.18188713490962982"
"14.072816","931401","931401","931401","0.16833019256591797","0.16833019256591797","0.16833019256591797"
"14.103024","933400","933400","933400","0.17309507727622986","0.17309507727622986","0.17309507727622986"
"14.126576","934959","934959","934959","0.1528664529323578","0.1528664529323578","0.1528664529323578"
"14.13272","935367","935367","935367","0.1676880121231079","0.1676880121231079","0.1676880121231079"
"14.231536","941909","941909","941909","0.14801301062107086","0.14801301062107086","0.14801301062107086"
"14.246896","942924","942924","942924","0.17284364998340607","0.17284364998340607","0.17284364998340607"
"14.260208","943802","943802","943802","0.1653371900320053","0.1653371900320053","0.1653371900320053"
"14.2812","945196","945196","945196","0.10768185555934906","0.10768185555934906","0.10768185555934906"
"14.294","946042","946042","946042","0.19358143210411072","0.19358143210411072","0.19358143210411072"
"14.32472","948070","948070","948070","0.16297873854637146","0.16297873854637146","0.16297873854637146"
"14.348784","949664","949664","949664","0.15676717460155487","0.15676717460155487","0.15676717460155487"
"14.38872","952310","952310","952310","0.1622224599123001","0.1622224599123001","0.1622224599123001"
"14.397936","952921","952921","952921","0.12754452228546143","0.12754452228546143","0.12754452228546143"
"14.407664","953562","953562","953562","0.17167989909648895","0.17167989909648895","0.17167989909648895"
"14.417904","954240","954240","954240","0.15756790339946747","0.15756790339946747","0.15756790339946747"
"14.507504","960171","960171","960171","0.14772164821624756","0.14772164821624756","0.14772164821624756"
"14.519792","960983","960983","960983","0.18153193593025208","0.18153193593025208","0.18153193593025208"
"14.55256","963155","963155","963155","0.14900478720664978","0.14900478720664978","0.14900478720664978"
"14.565872","964035","964035","964035","0.1428782045841217","0.1428782045841217","0.1428782045841217"
"14.648304","969489","969489","969489","0.1321466863155365","0.1321466863155365","0.1321466863155365"
"14.64984","969590","969590","969590","0.17674939334392548","0.17674939334392548","0.17674939334392548"
"14.696432","972675","972675","972675","0.16166040301322937","0.16166040301322937","0.16166040301322937"
"14.704112","973183","973183","973183","0.15358519554138184","0.15358519554138184","0.15358519554138184"
"14.717936","974098","974098","974098","0.1502562314271927","0.1502562314271927","0.1502562314271927"
"14.757872","976745","976745","976745","0.12255711853504181","0.12255711853504181","0.12255711853504181"
"14.765552","977253","977253","977253","0.11560801416635513","0.11560801416635513","0.11560801416635513"
"14.789616","978845","978845","978845","0.1390518993139267","0.1390518993139267","0.1390518993139267"
"14.790128","978881","978881","978881","0.12550455331802368","0.12550455331802368","0.12550455331802368"
"14.815216","980538","980538","980538","0.1245231032371521","0.1245231032371521","0.1245231032371521"
"14.830064","981519","981519","981519","0.1369025558233261","0.1369025558233261","0.1369025558233261"
"14.883824","985076","985076","985076","0.13633129000663757","0.13633129000663757","0.13633129000663757"
"14.88536","985178","985178","985178","0.13305577635765076","0.13305577635765076","0.13305577635765076"
"14.961136","990192","990192","990192","0.11667434871196747","0.11667434871196747","0.11667434871196747"
"15.000048","992765","992765","992765","0.15758293867111206","0.15758293867111206","0.15758293867111206"
"15.024112","994356","994356","994356","0.1346185952425003","0.1346185952425003","0.1346185952425003"
"15.053296","996289","996289","996289","0.15899696946144104","0.15899696946144104","0.15899696946144104"
"15.062","996868","996868","996868","0.13084079325199127","0.13084079325199127","0.13084079325199127"
"15.138288","1001907","1001907","1001907","0.15680697560310364","0.15680697560310364","0.15680697560310364"
"15.171568","1004106","1004106","1004106","0.14981219172477722","0.14981219172477722","0.14981219172477722"
"15.196656","1005758","1005758","1005758","0.12270209193229675","0.12270209193229675","0.12270209193229675"
"15.242736","1008808","1008808","1008808","0.15919922292232513","0.15919922292232513","0.15919922292232513"
"15.265264","1010303","1010303","1010303","0.13204573094844818","0.13204573094844818","0.13204573094844818"
"15.265776","1010337","1010337","1010337","0.11188023537397385","0.11188023537397385","0.11188023537397385"
"15.281136","1011350","1011350","1011350","0.1300872415304184","0.1300872415304184","0.1300872415304184"
"15.283184","1011486","1011486","1011486","0.15613149106502533","0.15613149106502533","0.15613149106502533"
"15.299056","1012537","1012537","1012537","0.14645332098007202","0.14645332098007202","0.14645332098007202"
"15.348208","1015790","1015790","1015790","0.10003066807985306","0.10003066807985306","0.10003066807985306"
"15.36664","1017010","1017010","1017010","0.12893077731132507","0.12893077731132507","0.12893077731132507"
"15.369712","1017212","1017212","1017212","0.1440044641494751","0.1440044641494751","0.1440044641494751"
"15.39224","1018703","1018703","1018703","0.1414058953523636","0.1414058953523636","0.1414058953523636"
"15.457264","1023002","1023002","1023002","0.14148102700710297","0.14148102700710297","0.14148102700710297"
"15.46904","1023782","1023782","1023782","0.16507843136787415","0.16507843136787415","0.16507843136787415"
"15.472112","1023987","1023987","1023987","0.16426368057727814","0.16426368057727814","0.16426368057727814"
"15.518192","1027034","1027034","1027034","0.13841503858566284","0.13841503858566284","0.13841503858566284"
"15.53048","1027848","1027848","1027848","0.13718071579933167","0.13718071579933167","0.13718071579933167"
"15.54584","1028864","1028864","1028864","0.11548242717981339","0.11548242717981339","0.11548242717981339"
"15.557616","1029640","1029640","1029640","0.12363047152757645","0.12363047152757645","0.12363047152757645"
"15.584752","1031445","1031445","1031445","0.14372406899929047","0.14372406899929047","0.14372406899929047"
"15.618544","1033673","1033673","1033673","0.1773497611284256","0.1773497611284256","0.1773497611284256"
"15.648752","1035675","1035675","1035675","0.14026348292827606","0.14026348292827606","0.14026348292827606"
"15.685616","1038115","1038115","1038115","0.15231725573539734","0.15231725573539734","0.15231725573539734"
"15.690224","1038420","1038420","1038420","0.12078022211790085","0.12078022211790085","0.12078022211790085"
"15.780848","1044419","1044419","1044419","0.14391230046749115","0.14391230046749115","0.14391230046749115"
"15.791088","1045098","1045098","1045098","0.16657790541648865","0.16657790541648865","0.16657790541648865"
"15.8172","1046828","1046828","1046828","0.19141730666160583","0.19141730666160583","0.19141730666160583"
"15.818224","1046894","1046894","1046894","0.15938474237918854","0.15938474237918854","0.15938474237918854"
"15.831536","1047777","1047777","1047777","0.16853848099708557","0.16853848099708557","0.16853848099708557"
"15.85048","1049032","1049032","1049032","0.16138362884521484","0.16138362884521484","0.16138362884521484"
"15.902192","1052457","1052457","1052457","0.17439576983451843","0.17439576983451843","0.17439576983451843"
"15.92472","1053946","1053946","1053946","0.16788522899150848","0.16788522899150848","0.16788522899150848"
"15.947248","1055435","1055435","1055435","0.13673989474773407","0.13673989474773407","0.13673989474773407"
"15.959024","1056212","1056212","1056212","0.15977506339550018","0.15977506339550018","0.15977506339550018"
"15.961072","1056347","1056347","1056347","0.14358648657798767","0.14358648657798767","0.14358648657798767"
"15.965168","1056617","1056617","1056617","0.14316454529762268","0.14316454529762268","0.14316454529762268"
"15.981552","1057697","1057697","1057697","0.1577237993478775","0.1577237993478775","0.1577237993478775"
"15.98616","1058002","1058002","1058002","0.18266746401786804","0.18266746401786804","0.18266746401786804"
"15.990256","1058271","1058271","1058271","0.18930914998054504","0.18930914998054504","0.18930914998054504"
"15.991792","1058373","1058373","1058373","0.1689036786556244","0.1689036786556244","0.1689036786556244"
"16.000496","1058948","1058948","1058948","0.1957118958234787","0.1957118958234787","0.1957118958234787"
"16.019952","1060234","1060234","1060234","0.14417138695716858","0.14417138695716858","0.14417138695716858"
"16.025072","1060571","1060571","1060571","0.1430751234292984","0.1430751234292984","0.1430751234292984"
"16.061936","1063009","1063009","1063009","0.13275901973247528","0.13275901973247528","0.13275901973247528"
"16.151024","1068911","1068911","1068911","0.17074507474899292","0.17074507474899292","0.17074507474899292"
"16.17304","1070372","1070372","1070372","0.14287224411964417","0.14287224411964417","0.14287224411964417"
"16.194544","1071795","1071795","1071795","0.16008155047893524","0.16008155047893524","0.16008155047893524"
"16.256496","1075900","1075900","1075900","0.17981116473674774","0.17981116473674774","0.17981116473674774"
"16.264176","1076407","1076407","1076407","0.17577725648880005","0.17577725648880005","0.17577725648880005"
"16.284656","1077761","1077761","1077761","0.1583470106124878","0.1583470106124878","0.1583470106124878"
"16.310256","1079456","1079456","1079456","0.17024242877960205","0.17024242877960205","0.17024242877960205"
"16.367088","1083219","1083219","1083219","0.18040889501571655","0.18040889501571655","0.18040889501571655"
"16.373744","1083661","1083661","1083661","0.16723237931728363","0.16723237931728363","0.16723237931728363"
"16.409584","1086033","1086033","1086033","0.14295004308223724","0.14295004308223724","0.14295004308223724"
"16.42392","1086980","1086980","1086980","0.16438910365104675","0.16438910365104675","0.16438910365104675"
"16.43672","1087827","1087827","1087827","0.16015276312828064","0.16015276312828064","0.16015276312828064"
"16.453104","1088913","1088913","1088913","0.1598331332206726","0.1598331332206726","0.1598331332206726"
"16.497648","1091860","1091860","1091860","0.1552594155073166","0.1552594155073166","0.1552594155073166"
"16.548848","1095252","1095252","1095252","0.16101710498332977","0.16101710498332977","0.16101710498332977"
"16.54936","1095286","1095286","1095286","0.14716453850269318","0.14716453850269318","0.14716453850269318"
"16.60056","1098680","1098680","1098680","0.14991311728954315","0.14991311728954315","0.14991311728954315"
"16.609264","1099255","1099255","1099255","0.19824446737766266","0.19824446737766266","0.19824446737766266"
"16.611824","1099423","1099423","1099423","0.18897584080696106","0.18897584080696106","0.18897584080696106"
"16.622576","1100138","1100138","1100138","0.12899750471115112","0.12899750471115112","0.12899750471115112"
"16.64408","1101559","1101559","1101559","0.13650070130825043","0.13650070130825043","0.13650070130825043"
"16.673776","1103517","1103517","1103517","0.16569817066192627","0.16569817066192627","0.16569817066192627"
"16.680944","1103993","1103993","1103993","0.1491265743970871","0.1491265743970871","0.1491265743970871"
"16.762864","1109418","1109418","1109418","0.14207489788532257","0.14207489788532257","0.14207489788532257"
"16.807408","1112367","1112367","1112367","0.13608159124851227","0.13608159124851227","0.13608159124851227"
"16.852464","1115355","1115355","1115355","0.11413955688476562","0.11413955688476562","0.11413955688476562"
"16.868336","1116406","1116406","1116406","0.1338922083377838","0.1338922083377838","0.1338922083377838"
"16.880624","1117220","1117220","1117220","0.15494896471500397","0.15494896471500397","0.15494896471500397"
"16.902128","1118647","1118647","1118647","0.16404011845588684","0.16404011845588684","0.16404011845588684"
"16.906224","1118917","1118917","1118917","0.15051113069057465","0.15051113069057465","0.15051113069057465"
"16.914416","1119457","1119457","1119457","0.16348972916603088","0.16348972916603088","0.16348972916603088"
"16.942064","1121292","1121292","1121292","0.13743340969085693","0.13743340969085693","0.13743340969085693"
"16.96152","1122580","1122580","1122580","0.15781733393669128","0.15781733393669128","0.15781733393669128"
"16.978928","1123735","1123735","1123735","0.12538546323776245","0.12538546323776245","0.12538546323776245"
"16.97944","1123768","1123768","1123768","0.16613981127738953","0.16613981127738953","0.16613981127738953"
"17.006064","1125532","1125532","1125532","0.17899510264396667","0.17899510264396667","0.17899510264396667"
"17.021936","1126581","1126581","1126581","0.17292334139347076","0.17292334139347076","0.17292334139347076"
"17.037296","1127601","1127601","1127601","0.1605348140001297","0.1605348140001297","0.1605348140001297"
"17.057776","1128954","1128954","1128954","0.1360389143228531","0.1360389143228531","0.1360389143228531"
"17.0844","1130716","1130716","1130716","0.16563449800014496","0.16563449800014496","0.16563449800014496"
"17.088496","1130989","1130989","1130989","0.18683017790317535","0.18683017790317535","0.18683017790317535"
"17.096688","1131530","1131530","1131530","0.16318684816360474","0.16318684816360474","0.16318684816360474"
"17.111536","1132511","1132511","1132511","0.1546308994293213","0.1546308994293213","0.1546308994293213"
"17.121776","1133190","1133190","1133190","0.14787013828754425","0.14787013828754425","0.14787013828754425"
"17.147888","1134916","1134916","1134916","0.16271156072616577","0.16271156072616577","0.16271156072616577"
"17.1612","1135798","1135798","1135798","0.14626741409301758","0.14626741409301758","0.14626741409301758"
"17.174","1136644","1136644","1136644","0.14677296578884125","0.14677296578884125","0.14677296578884125"
"17.190384","1137728","1137728","1137728","0.14363907277584076","0.14363907277584076","0.14363907277584076"
"17.193968","1137967","1137967","1137967","0.14465446770191193","0.14465446770191193","0.14465446770191193"
"17.286128","1144073","1144073","1144073","0.16942550241947174","0.16942550241947174","0.16942550241947174"
"17.309168","1145599","1145599","1145599","0.19127242267131805","0.19127242267131805","0.19127242267131805"
"17.342448","1147805","1147805","1147805","0.1778179556131363","0.1778179556131363","0.1778179556131363"
"17.354224","1148583","1148583","1148583","0.14234502613544464","0.14234502613544464","0.14234502613544464"
"17.356272","1148719","1148719","1148719","0.15298676490783691","0.15298676490783691","0.15298676490783691"
"17.360368","1148993","1148993","1148993","0.16052652895450592","0.16052652895450592","0.16052652895450592"
"17.402864","1151806","1151806","1151806","0.16399526596069336","0.16399526596069336","0.16399526596069336"
"17.411568","1152382","1152382","1152382","0.17801275849342346","0.17801275849342346","0.17801275849342346"
"17.435632","1153978","1153978","1153978","0.16402821242809296","0.16402821242809296","0.16402821242809296"
"17.440752","1154316","1154316","1154316","0.16715088486671448","0.16715088486671448","0.16715088486671448"
"17.482224","1157066","1157066","1157066","0.14839699864387512","0.14839699864387512","0.14839699864387512"
"17.487856","1157436","1157436","1157436","0.14897044003009796","0.14897044003009796","0.14897044003009796"
"17.491952","1157711","1157711","1157711","0.178580641746521","0.178580641746521","0.178580641746521"
"17.508336","1158795","1158795","1158795","0.18088757991790771","0.18088757991790771","0.18088757991790771"
"17.558","1162084","1162084","1162084","0.16009506583213806","0.16009506583213806","0.16009506583213806"
"17.605616","1165240","1165240","1165240","0.14735625684261322","0.14735625684261322","0.14735625684261322"
"17.612272","1165680","1165680","1165680","0.1529470831155777","0.1529470831155777","0.1529470831155777"
"17.667056","1169303","1169303","1169303","0.15802021324634552","0.15802021324634552","0.15802021324634552"
"17.712112","1172288","1172288","1172288","0.15777307748794556","0.15777307748794556","0.15777307748794556"
"17.724912","1173134","1173134","1173134","0.1301661878824234","0.1301661878824234","0.1301661878824234"
"17.725936","1173202","1173202","1173202","0.110325887799263","0.110325887799263","0.110325887799263"
"17.761264","1175541","1175541","1175541","0.16990253329277039","0.16990253329277039","0.16990253329277039"
"17.762288","1175610","1175610","1175610","0.14438897371292114","0.14438897371292114","0.14438897371292114"
"17.780208","1176795","1176795","1176795","0.120557501912117","0.120557501912117","0.120557501912117"
"17.785328","1177138","1177138","1177138","0.13058987259864807","0.13058987259864807","0.13058987259864807"
"17.840112","1180765","1180765","1180765","0.1637525111436844","0.1637525111436844","0.1637525111436844"
"17.853424","1181649","1181649","1181649","0.12737439572811127","0.12737439572811127","0.12737439572811127"
"17.87032","1182766","1182766","1182766","0.14966042339801788","0.14966042339801788","0.14966042339801788"
"17.887728","1183919","1183919","1183919","0.1366792619228363","0.1366792619228363","0.1366792619228363"
"17.8908","1184120","1184120","1184120","0.1451733410358429","0.1451733410358429","0.1451733410358429"
"17.89592","1184461","1184461","1184461","0.1662973314523697","0.1662973314523697","0.1662973314523697"
"17.897968","1184596","1184596","1184596","0.17345783114433289","0.17345783114433289","0.17345783114433289"
"17.924592","1186360","1186360","1186360","0.11768553406000137","0.11768553406000137","0.11768553406000137"
"17.9292","1186665","1186665","1186665","0.12838664650917053","0.12838664650917053","0.12838664650917053"
"17.934832","1187035","1187035","1187035","0.18496613204479218","0.18496613204479218","0.18496613204479218"
"17.939952","1187378","1187378","1187378","0.15404105186462402","0.15404105186462402","0.15404105186462402"
"17.958384","1188596","1188596","1188596","0.14519163966178894","0.14519163966178894","0.14519163966178894"
"17.972208","1189510","1189510","1189510","0.14967474341392517","0.14967474341392517","0.14967474341392517"
"17.977328","1189849","1189849","1189849","0.15235741436481476","0.15235741436481476","0.15235741436481476"
"17.997296","1191173","1191173","1191173","0.13516895473003387","0.13516895473003387","0.13516895473003387"
"18.004464","1191646","1191646","1191646","0.1935526728630066","0.1935526728630066","0.1935526728630066"
"18.020848","1192733","1192733","1192733","0.12766684591770172","0.12766684591770172","0.12766684591770172"
"18.031088","1193411","1193411","1193411","0.13397319614887238","0.13397319614887238","0.13397319614887238"
"18.083824","1196903","1196903","1196903","0.15153297781944275","0.15153297781944275","0.15153297781944275"
"18.115568","1199004","1199004","1199004","0.14066791534423828","0.14066791534423828","0.14066791534423828"
"18.141168","1200693","1200693","1200693","0.12192044407129288","0.12192044407129288","0.12192044407129288"
"18.146288","1201029","1201029","1201029","0.15301494300365448","0.15301494300365448","0.15301494300365448"
"18.147312","1201096","1201096","1201096","0.14635340869426727","0.14635340869426727","0.14635340869426727"
"18.171376","1202689","1202689","1202689","0.17902933061122894","0.17902933061122894","0.17902933061122894"
"18.186224","1203672","1203672","1203672","0.1577417552471161","0.1577417552471161","0.1577417552471161"
"18.194928","1204247","1204247","1204247","0.1831766963005066","0.1831766963005066","0.1831766963005066"
"18.195952","1204316","1204316","1204316","0.1476868987083435","0.1476868987083435","0.1476868987083435"
"18.21848","1205808","1205808","1205808","0.14828453958034515","0.14828453958034515","0.14828453958034515"
"18.220528","1205942","1205942","1205942","0.14754532277584076","0.14754532277584076","0.14754532277584076"
"18.238448","1207130","1207130","1207130","0.16378165781497955","0.16378165781497955","0.16378165781497955"
"18.330096","1213201","1213201","1213201","0.16116178035736084","0.16116178035736084","0.16116178035736084"
"18.332144","1213339","1213339","1213339","0.14108124375343323","0.14108124375343323","0.14108124375343323"
"18.355184","1214864","1214864","1214864","0.1597713679075241","0.1597713679075241","0.1597713679075241"
"18.361328","1215272","1215272","1215272","0.15600432455539703","0.15600432455539703","0.15600432455539703"
"18.362864","1215371","1215371","1215371","0.18512755632400513","0.18512755632400513","0.18512755632400513"
"18.398704","1217746","1217746","1217746","0.14651325345039368","0.14651325345039368","0.14651325345039368"
"18.423792","1219406","1219406","1219406","0.1888267695903778","0.1888267695903778","0.1888267695903778"
"18.5308","1226494","1226494","1226494","0.1601807326078415","0.1601807326078415","0.1601807326078415"
"18.566128","1228835","1228835","1228835","0.1233975812792778","0.1233975812792778","0.1233975812792778"
"18.568688","1229006","1229006","1229006","0.12401673197746277","0.12401673197746277","0.12401673197746277"
"18.592752","1230600","1230600","1230600","0.13968296349048615","0.13968296349048615","0.13968296349048615"
"18.596336","1230836","1230836","1230836","0.11883272975683212","0.11883272975683212","0.11883272975683212"
"18.604528","1231379","1231379","1231379","0.1462203711271286","0.1462203711271286","0.1462203711271286"
"18.678256","1236266","1236266","1236266","0.09623270481824875","0.09623270481824875","0.09623270481824875"
"18.692592","1237217","1237217","1237217","0.10656820982694626","0.10656820982694626","0.10656820982694626"
